r1,r2,r3,r4,r5,r6,E
1.6124088764190674,1.6193326711654663,1.620888113975525,0.9830159544944763,0.9663393497467041,0.9749724864959717,0.00016022
1.6084333658218384,1.6301668882369995,1.611738920211792,0.9811827540397644,0.9863854050636292,0.9756600856781006,0.00024414
1.5981645584106445,1.612593173980713,1.6128990650177002,0.9619181156158447,0.9784152507781982,0.9707024097442627,0.00025177
1.6243213415145874,1.6165425777435303,1.6345127820968628,0.9754958748817444,0.9919813871383667,0.9718056917190552,0.00025940
1.6212663650512695,1.627355694770813,1.6203558444976807,0.9787693619728088,0.9775975346565247,0.9936396479606628,0.00028992
1.6107739210128784,1.619085431098938,1.6096233129501343,0.9693495035171509,0.9858478307723999,0.9632319211959839,0.00035096
1.6232551336288452,1.6043882369995117,1.6125619411468506,0.962210476398468,0.9753063321113586,0.9852983951568604,0.00035858
1.615869164466858,1.6045260429382324,1.6266767978668213,0.9632095694541931,0.9938772320747375,0.9774920344352722,0.00042725
1.5974324941635132,1.6312016248703003,1.6117360591888428,0.9614899158477783,0.9710230827331543,0.9893271327018738,0.00044251
1.5858430862426758,1.6129704713821411,1.6004735231399536,0.9797053337097168,0.9528494477272034,0.9698187112808228,0.00061035
1.6053234338760376,1.6052320003509521,1.605231523513794,0.9606743454933167,0.960661768913269,0.9604979157447815,0.00063324
1.5936747789382935,1.6121885776519775,1.6202409267425537,0.9550784826278687,0.9735192060470581,0.9945281147956848,0.00070954
1.6590802669525146,1.6160953044891357,1.600239872932434,0.9631028771400452,0.9786340594291687,0.9720685482025146,0.00077820
1.642905592918396,1.642828345298767,1.6428323984146118,0.9673658013343811,0.9673559665679932,0.9671977758407593,0.00096894
1.5695013999938965,1.5693961381912231,1.5693913698196411,0.9585516452789307,0.9585378170013428,0.9583716988563538,0.00119019
1.6882582902908325,1.6302294731140137,1.6055580377578735,0.9993161559104919,0.9711588621139526,0.9804718494415283,0.00128937
1.6075575351715088,1.6281050443649292,1.6329997777938843,0.9968871474266052,0.9478455185890198,0.973484456539154,0.00143433
1.6255335807800293,1.6410921812057495,1.6975221633911133,0.9749612808227539,1.0034596920013428,0.9851492643356323,0.00143433
1.6776750087738037,1.6392185688018799,1.668442726135254,0.9978112578392029,0.9969760775566101,0.9675520658493042,0.00144196
1.6635677814483643,1.5974652767181396,1.5568459033966064,0.996432363986969,0.9820308089256287,0.9521351456642151,0.00160218
1.6601277589797974,1.6568212509155273,1.6961922645568848,0.9962317943572998,0.9929046034812927,1.0028997659683228,0.00177765
1.6169333457946777,1.5966798067092896,1.5387952327728271,0.9960107803344727,0.9493667483329773,0.9614311456680298,0.00182343
1.6206181049346924,1.537945032119751,1.6292097568511963,0.9912204146385193,0.9677988290786743,0.9682998061180115,0.00193787
1.6402827501296997,1.6027132272720337,1.691547155380249,0.9751504063606262,1.0187525749206543,0.9898606538772583,0.00195313
1.5955098867416382,1.660477876663208,1.60569429397583,0.9927686452865601,1.0076926946640015,0.9757840037345886,0.00207520
1.630979299545288,1.6497198343276978,1.5652166604995728,1.0006203651428223,0.978156328201294,0.94158536195755,0.00215912
1.589555025100708,1.5485931634902954,1.569491982460022,0.9761154651641846,0.9524968862533569,0.9404643177986145,0.00216675
1.6429941654205322,1.619931936264038,1.6734998226165771,0.9746238589286804,1.0237993001937866,0.9637600779533386,0.00217438
1.615636944770813,1.6024867296218872,1.7011539936065674,0.9433860778808594,0.995718777179718,0.9895988702774048,0.00219727
1.5650607347488403,1.608430027961731,1.6091173887252808,0.9347155690193176,0.98313969373703,0.96054607629776,0.00229645
1.6837564706802368,1.6836949586868286,1.6837040185928345,0.9797132611274719,0.9797077178955078,0.9795591235160828,0.00229645
1.6338409185409546,1.6518783569335938,1.6309330463409424,0.9843336939811707,0.9810691475868225,1.0286489725112915,0.00232697
1.6111069917678833,1.6133267879486084,1.667201042175293,0.9852185249328613,1.0234382152557373,0.9698072075843811,0.00234223
1.6198726892471313,1.5370266437530518,1.5719304084777832,0.977357029914856,0.9857601523399353,0.9352206587791443,0.00237274
1.5674515962600708,1.5920737981796265,1.5691580772399902,0.9656537175178528,0.9381408095359802,0.9445606470108032,0.00238800
1.621922254562378,1.636087417602539,1.6693576574325562,0.956783652305603,0.964206874370575,0.9550753831863403,0.00243378
1.6343307495117188,1.666574478149414,1.5486470460891724,0.9746941924095154,0.9950118660926819,0.9583604335784912,0.00260926
1.6447532176971436,1.6710885763168335,1.674748420715332,0.9645498394966125,0.9518654942512512,1.0003688335418701,0.00268555
1.63555908203125,1.542341709136963,1.6663544178009033,0.995356023311615,1.0030968189239502,0.9795799851417542,0.00269318
1.623889446258545,1.5935790538787842,1.7264645099639893,0.9702427387237549,0.9735726118087769,0.9897354245185852,0.00272370
1.6725267171859741,1.6885541677474976,1.5668593645095825,0.9919440150260925,0.9945845603942871,0.9969215393066406,0.00275421
1.6356645822525024,1.6798378229141235,1.693345308303833,1.0073741674423218,1.0109120607376099,0.9808358550071716,0.00281525
1.5974067449569702,1.642501950263977,1.7265942096710205,0.9860497117042542,1.006842851638794,0.9915236234664917,0.00286866
1.5345802307128906,1.5344617366790771,1.5344526767730713,0.9605066776275635,0.9604926109313965,0.9603274464607239,0.00288391
1.6303434371948242,1.602738380432129,1.5954370498657227,0.9278922080993652,0.9861966967582703,0.9643559455871582,0.00302124
1.6691218614578247,1.6689927577972412,1.6690000295639038,0.9640705585479736,0.9640628099441528,0.9638255834579468,0.00306702
1.6026815176010132,1.6277507543563843,1.599457025527954,0.9572997093200684,1.0052090883255005,0.9389759302139282,0.00308991
1.6027461290359497,1.598444938659668,1.5650137662887573,1.0185624361038208,0.9936652183532715,0.975171685218811,0.00308991
1.5670559406280518,1.5665568113327026,1.5907366275787354,0.9321361780166626,0.9637894034385681,0.9399546980857849,0.00315094
1.583729863166809,1.630592942237854,1.53777277469635,0.9956207871437073,0.9460005760192871,0.9367390275001526,0.00315094
1.6198266744613647,1.6940624713897705,1.577820897102356,0.9602357745170593,0.9472017288208008,1.0028395652770996,0.00315857
1.6401993036270142,1.5838888883590698,1.6080749034881592,0.9360024333000183,0.9750007390975952,1.0035512447357178,0.00315857
1.6041808128356934,1.5915015935897827,1.7384846210479736,0.958092987537384,0.9829487204551697,1.0001860857009888,0.00318909
1.6369057893753052,1.6721813678741455,1.592597484588623,0.9758265614509583,0.9768736958503723,0.9348779916763306,0.00318909
1.72226083278656,1.6151909828186035,1.5666996240615845,0.9867491722106934,0.9982061386108398,0.9838114976882935,0.00319672
1.6692157983779907,1.5923808813095093,1.7154079675674438,0.9671242833137512,1.0142728090286255,1.010267734527588,0.00321961
1.6189385652542114,1.6736812591552734,1.5351881980895996,0.9784501194953918,0.9327071309089661,0.9705945253372192,0.00322724
1.6780849695205688,1.6693390607833862,1.5941259860992432,1.0054658651351929,1.0108256340026855,0.9480297565460205,0.00322724
1.5495827198028564,1.646868348121643,1.7157279253005981,0.9853655695915222,0.9786176681518555,1.0026568174362183,0.00325013
1.6615725755691528,1.7455101013183594,1.6319994926452637,1.0048229694366455,0.9721915125846863,0.978647768497467,0.00328064
1.6636714935302734,1.6403473615646362,1.6828113794326782,0.9598714709281921,0.9974364638328552,0.9465881586074829,0.00330353
1.5700420141220093,1.6016021966934204,1.530800700187683,0.9921497702598572,0.989611029624939,0.9908014535903931,0.00337982
1.6944913864135742,1.6220518350601196,1.6407989263534546,0.999290943145752,1.0009762048721313,0.9329138994216919,0.00339508
1.6450891494750977,1.5909696817398071,1.5834734439849854,1.0167794227600098,0.9972473978996277,0.9994799494743347,0.00347901
1.7099107503890991,1.5989134311676025,1.5764036178588867,0.9968840479850769,1.0152053833007812,0.9439918994903564,0.00349427
1.6124887466430664,1.6425966024398804,1.6391382217407227,0.9323194026947021,0.9869831800460815,0.9555270075798035,0.00350190
1.6774787902832031,1.6673122644424438,1.6282693147659302,0.9763193726539612,1.0284379720687866,0.9575515985488892,0.00354004
1.6181166172027588,1.5840851068496704,1.6498855352401733,0.9380603432655334,1.0291485786437988,0.9804500937461853,0.00356293
1.6607059240341187,1.6607259511947632,1.6607322692871094,1.0153789520263672,1.0153788328170776,1.0153769254684448,0.00359345
1.6607059240341187,1.6607259511947632,1.6607322692871094,1.0153789520263672,1.0153788328170776,1.0153769254684448,0.00359345
1.6607059240341187,1.6607259511947632,1.6607322692871094,1.0153789520263672,1.0153788328170776,1.0153769254684448,0.00359345
1.5876977443695068,1.5688978433609009,1.6842511892318726,0.9275425672531128,0.9648571610450745,0.9714146852493286,0.00362397
1.6060854196548462,1.534319281578064,1.5926729440689087,0.9872455596923828,0.9333471655845642,0.9576728940010071,0.00363159
1.7075608968734741,1.646067500114441,1.684560775756836,1.014021635055542,0.9634937644004822,0.9759196043014526,0.00369263
1.5781545639038086,1.5571547746658325,1.5990628004074097,0.9783907532691956,0.9593073725700378,0.9216626286506653,0.00375367
1.6706537008285522,1.707838535308838,1.663387417793274,0.9976664781570435,0.9598785042762756,1.0302047729492188,0.00381470
1.5811512470245361,1.6330513954162598,1.6569148302078247,0.9545809030532837,0.9317548871040344,0.9645796418190002,0.00382996
1.6034355163574219,1.636940598487854,1.6459892988204956,1.0105139017105103,0.9312915205955505,0.9730582237243652,0.00385285
1.6640410423278809,1.6256992816925049,1.6369444131851196,0.9428701400756836,1.0249953269958496,0.9585127234458923,0.00386048
1.5782251358032227,1.5781835317611694,1.5781798362731934,1.000964641571045,1.0009597539901733,1.0009056329727173,0.00386811
1.7240196466445923,1.5563820600509644,1.586356282234192,0.9824087023735046,1.0165525674819946,0.9516400098800659,0.00392914
1.6420336961746216,1.6741764545440674,1.7233465909957886,0.9946324825286865,0.9889140129089355,1.0379832983016968,0.00395203
1.5633264780044556,1.6639729738235474,1.6059269905090332,0.9334084391593933,0.9612135291099548,1.0164504051208496,0.00396729
1.69426429271698,1.641478419303894,1.6470932960510254,1.0159794092178345,1.0159255266189575,1.01522958278656,0.00398255
1.664337396621704,1.6883310079574585,1.6301541328430176,1.0157272815704346,1.0154489278793335,1.0159584283828735,0.00398255
1.6271555423736572,1.6805554628372192,1.6750963926315308,1.0158017873764038,1.0156772136688232,1.0156539678573608,0.00399018
1.717207908630371,1.644268274307251,1.6113399267196655,1.0354818105697632,0.9640375971794128,0.9893459677696228,0.00406647
1.6489826440811157,1.5744801759719849,1.51691734790802,0.9866186380386353,1.001961350440979,0.9854418039321899,0.00406647
1.6450999975204468,1.6381551027297974,1.736881971359253,0.9870892763137817,1.035061001777649,0.9803394079208374,0.00411225
1.6532282829284668,1.687432050704956,1.6483325958251953,1.0007730722427368,0.9297343492507935,0.9899348020553589,0.00415802
